id,brand,series,material,model,windowType,size,glassType,priceRangeLow,priceRangeHigh,energyRating,uFactor,shgc,warrantyYears,installationIncluded,climateZones,features,popularityScore,customerRating,link
2048,Andersen,E-Series,Aluminum,E-Series Bay,Bay,60x72,Triple Pane Low-E,2120,2488,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",90,4.3,https://www.andersenwindows.com/
2049,Andersen,E-Series,Aluminum,E-Series Bow,Bow,24x36,Double Pane,795,933,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Lightweight, Modern Look, Recyclable, Fibrex Material",90,4.3,https://www.andersenwindows.com/
2050,Andersen,E-Series,Aluminum,E-Series Bow,Bow,24x36,Double Pane Low-E,914,1074,Energy Star Certified,0.28,0.3,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",90,4.3,https://www.andersenwindows.com/
2051,Andersen,E-Series,Aluminum,E-Series Bow,Bow,24x36,Triple Pane,1113,1307,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Lightweight, Modern Look, Recyclable, Superior Insulation",90,4.3,https://www.andersenwindows.com/
2052,Andersen,E-Series,Aluminum,E-Series Bow,Bow,24x36,Triple Pane Low-E,1271,1493,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",90,4.3,https://www.andersenwindows.com/
2053,Andersen,E-Series,Aluminum,E-Series Bow,Bow,36x48,Double Pane,994,1166,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Lightweight, Modern Look, Recyclable, Fibrex Material",90,4.3,https://www.andersenwindows.com/
2054,Andersen,E-Series,Aluminum,E-Series Bow,Bow,36x48,Double Pane Low-E,1143,1341,Energy Star Certified,0.28,0.3,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",90,4.3,https://www.andersenwindows.com/
2055,Andersen,E-Series,Aluminum,E-Series Bow,Bow,36x48,Triple Pane,1391,1633,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Lightweight, Modern Look, Recyclable, Superior Insulation",90,4.3,https://www.andersenwindows.com/
2056,Andersen,E-Series,Aluminum,E-Series Bow,Bow,36x48,Triple Pane Low-E,1590,1866,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",90,4.3,https://www.andersenwindows.com/
2057,Andersen,E-Series,Aluminum,E-Series Bow,Bow,48x60,Double Pane,1292,1516,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Lightweight, Modern Look, Recyclable, Fibrex Material",90,4.3,https://www.andersenwindows.com/
2058,Andersen,E-Series,Aluminum,E-Series Bow,Bow,48x60,Double Pane Low-E,1486,1744,Energy Star Certified,0.28,0.3,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",90,4.3,https://www.andersenwindows.com/
2059,Andersen,E-Series,Aluminum,E-Series Bow,Bow,48x60,Triple Pane,1809,2123,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Lightweight, Modern Look, Recyclable, Superior Insulation",90,4.3,https://www.andersenwindows.com/
2060,Andersen,E-Series,Aluminum,E-Series Bow,Bow,48x60,Triple Pane Low-E,2066,2426,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",90,4.3,https://www.andersenwindows.com/
2061,Andersen,E-Series,Aluminum,E-Series Bow,Bow,60x72,Double Pane,1590,1866,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Lightweight, Modern Look, Recyclable, Fibrex Material",90,4.3,https://www.andersenwindows.com/
2062,Andersen,E-Series,Aluminum,E-Series Bow,Bow,60x72,Double Pane Low-E,1828,2146,Energy Star Certified,0.28,0.3,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",90,4.3,https://www.andersenwindows.com/
2063,Andersen,E-Series,Aluminum,E-Series Bow,Bow,60x72,Triple Pane,2225,2613,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Lightweight, Modern Look, Recyclable, Superior Insulation",90,4.3,https://www.andersenwindows.com/
2064,Andersen,E-Series,Aluminum,E-Series Bow,Bow,60x72,Triple Pane Low-E,2544,2986,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",90,4.3,https://www.andersenwindows.com/
1969,Andersen,E-Series,Aluminum,E-Series Casement,Casement,24x36,Double Pane,292,342,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Lightweight, Modern Look, Recyclable, Fibrex Material",93,4.3,https://www.andersenwindows.com/
1970,Andersen,E-Series,Aluminum,E-Series Casement,Casement,24x36,Double Pane Low-E,335,393,Energy Star Certified,0.28,0.3,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",93,4.3,https://www.andersenwindows.com/
1971,Andersen,E-Series,Aluminum,E-Series Casement,Casement,24x36,Triple Pane,408,480,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Lightweight, Modern Look, Recyclable, Superior Insulation",93,4.3,https://www.andersenwindows.com/
1972,Andersen,E-Series,Aluminum,E-Series Casement,Casement,24x36,Triple Pane Low-E,466,548,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",93,4.3,https://www.andersenwindows.com/
1973,Andersen,E-Series,Aluminum,E-Series Casement,Casement,36x48,Double Pane,364,428,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Lightweight, Modern Look, Recyclable, Fibrex Material",93,4.3,https://www.andersenwindows.com/
1974,Andersen,E-Series,Aluminum,E-Series Casement,Casement,36x48,Double Pane Low-E,419,491,Energy Star Certified,0.28,0.3,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",93,4.3,https://www.andersenwindows.com/
1975,Andersen,E-Series,Aluminum,E-Series Casement,Casement,36x48,Triple Pane,510,598,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Lightweight, Modern Look, Recyclable, Superior Insulation",93,4.3,https://www.andersenwindows.com/
1976,Andersen,E-Series,Aluminum,E-Series Casement,Casement,36x48,Triple Pane Low-E,583,685,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",93,4.3,https://www.andersenwindows.com/
1977,Andersen,E-Series,Aluminum,E-Series Casement,Casement,48x60,Double Pane,474,556,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Lightweight, Modern Look, Recyclable, Fibrex Material",93,4.3,https://www.andersenwindows.com/
1978,Andersen,E-Series,Aluminum,E-Series Casement,Casement,48x60,Double Pane Low-E,545,639,Energy Star Certified,0.28,0.3,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",93,4.3,https://www.andersenwindows.com/
1979,Andersen,E-Series,Aluminum,E-Series Casement,Casement,48x60,Triple Pane,663,779,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Lightweight, Modern Look, Recyclable, Superior Insulation",93,4.3,https://www.andersenwindows.com/
1980,Andersen,E-Series,Aluminum,E-Series Casement,Casement,48x60,Triple Pane Low-E,758,890,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",93,4.3,https://www.andersenwindows.com/
1981,Andersen,E-Series,Aluminum,E-Series Casement,Casement,60x72,Double Pane,583,685,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Lightweight, Modern Look, Recyclable, Fibrex Material",93,4.3,https://www.andersenwindows.com/
1982,Andersen,E-Series,Aluminum,E-Series Casement,Casement,60x72,Double Pane Low-E,671,787,Energy Star Certified,0.28,0.3,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",93,4.3,https://www.andersenwindows.com/
1983,Andersen,E-Series,Aluminum,E-Series Casement,Casement,60x72,Triple Pane,816,958,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Lightweight, Modern Look, Recyclable, Superior Insulation",93,4.3,https://www.andersenwindows.com/
1984,Andersen,E-Series,Aluminum,E-Series Casement,Casement,60x72,Triple Pane Low-E,933,1095,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",93,4.3,https://www.andersenwindows.com/
1937,Andersen,E-Series,Aluminum,E-Series Double-Hung,Double-Hung,24x36,Double Pane,265,311,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Lightweight, Modern Look, Recyclable, Fibrex Material",95,4.3,https://www.andersenwindows.com/
1938,Andersen,E-Series,Aluminum,E-Series Double-Hung,Double-Hung,24x36,Double Pane Low-E,305,357,Energy Star Certified,0.28,0.3,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",95,4.3,https://www.andersenwindows.com/
1939,Andersen,E-Series,Aluminum,E-Series Double-Hung,Double-Hung,24x36,Triple Pane,371,435,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Lightweight, Modern Look, Recyclable, Superior Insulation",95,4.3,https://www.andersenwindows.com/
1940,Andersen,E-Series,Aluminum,E-Series Double-Hung,Double-Hung,24x36,Triple Pane Low-E,424,498,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",95,4.3,https://www.andersenwindows.com/
1941,Andersen,E-Series,Aluminum,E-Series Double-Hung,Double-Hung,36x48,Double Pane,331,389,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Lightweight, Modern Look, Recyclable, Fibrex Material",95,4.3,https://www.andersenwindows.com/
1942,Andersen,E-Series,Aluminum,E-Series Double-Hung,Double-Hung,36x48,Double Pane Low-E,381,447,Energy Star Certified,0.28,0.3,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",95,4.3,https://www.andersenwindows.com/
1943,Andersen,E-Series,Aluminum,E-Series Double-Hung,Double-Hung,36x48,Triple Pane,464,544,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Lightweight, Modern Look, Recyclable, Superior Insulation",95,4.3,https://www.andersenwindows.com/
1944,Andersen,E-Series,Aluminum,E-Series Double-Hung,Double-Hung,36x48,Triple Pane Low-E,530,622,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",95,4.3,https://www.andersenwindows.com/
1945,Andersen,E-Series,Aluminum,E-Series Double-Hung,Double-Hung,48x60,Double Pane,431,505,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Lightweight, Modern Look, Recyclable, Fibrex Material",95,4.3,https://www.andersenwindows.com/
1946,Andersen,E-Series,Aluminum,E-Series Double-Hung,Double-Hung,48x60,Double Pane Low-E,495,581,Energy Star Certified,0.28,0.3,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",95,4.3,https://www.andersenwindows.com/
1947,Andersen,E-Series,Aluminum,E-Series Double-Hung,Double-Hung,48x60,Triple Pane,603,707,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Lightweight, Modern Look, Recyclable, Superior Insulation",95,4.3,https://www.andersenwindows.com/
1948,Andersen,E-Series,Aluminum,E-Series Double-Hung,Double-Hung,48x60,Triple Pane Low-E,689,809,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",95,4.3,https://www.andersenwindows.com/
1949,Andersen,E-Series,Aluminum,E-Series Double-Hung,Double-Hung,60x72,Double Pane,530,622,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Lightweight, Modern Look, Recyclable, Fibrex Material",95,4.3,https://www.andersenwindows.com/
1950,Andersen,E-Series,Aluminum,E-Series Double-Hung,Double-Hung,60x72,Double Pane Low-E,609,715,Energy Star Certified,0.28,0.3,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",95,4.3,https://www.andersenwindows.com/
1951,Andersen,E-Series,Aluminum,E-Series Double-Hung,Double-Hung,60x72,Triple Pane,742,870,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Lightweight, Modern Look, Recyclable, Superior Insulation",95,4.3,https://www.andersenwindows.com/
1952,Andersen,E-Series,Aluminum,E-Series Double-Hung,Double-Hung,60x72,Triple Pane Low-E,848,996,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",95,4.3,https://www.andersenwindows.com/
2001,Andersen,E-Series,Aluminum,E-Series Picture,Picture,24x36,Double Pane,225,265,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Lightweight, Modern Look, Recyclable, Fibrex Material",90,4.3,https://www.andersenwindows.com/
2002,Andersen,E-Series,Aluminum,E-Series Picture,Picture,24x36,Double Pane Low-E,259,305,Energy Star Certified,0.28,0.3,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",90,4.3,https://www.andersenwindows.com/
2003,Andersen,E-Series,Aluminum,E-Series Picture,Picture,24x36,Triple Pane,316,370,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Lightweight, Modern Look, Recyclable, Superior Insulation",90,4.3,https://www.andersenwindows.com/
2004,Andersen,E-Series,Aluminum,E-Series Picture,Picture,24x36,Triple Pane Low-E,361,423,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",90,4.3,https://www.andersenwindows.com/
2005,Andersen,E-Series,Aluminum,E-Series Picture,Picture,36x48,Double Pane,282,330,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Lightweight, Modern Look, Recyclable, Fibrex Material",90,4.3,https://www.andersenwindows.com/
2006,Andersen,E-Series,Aluminum,E-Series Picture,Picture,36x48,Double Pane Low-E,324,380,Energy Star Certified,0.28,0.3,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",90,4.3,https://www.andersenwindows.com/
2007,Andersen,E-Series,Aluminum,E-Series Picture,Picture,36x48,Triple Pane,394,462,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Lightweight, Modern Look, Recyclable, Superior Insulation",90,4.3,https://www.andersenwindows.com/
2008,Andersen,E-Series,Aluminum,E-Series Picture,Picture,36x48,Triple Pane Low-E,451,529,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",90,4.3,https://www.andersenwindows.com/
2009,Andersen,E-Series,Aluminum,E-Series Picture,Picture,48x60,Double Pane,366,430,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Lightweight, Modern Look, Recyclable, Fibrex Material",90,4.3,https://www.andersenwindows.com/
2010,Andersen,E-Series,Aluminum,E-Series Picture,Picture,48x60,Double Pane Low-E,420,494,Energy Star Certified,0.28,0.3,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",90,4.3,https://www.andersenwindows.com/
2011,Andersen,E-Series,Aluminum,E-Series Picture,Picture,48x60,Triple Pane,512,602,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Lightweight, Modern Look, Recyclable, Superior Insulation",90,4.3,https://www.andersenwindows.com/
2012,Andersen,E-Series,Aluminum,E-Series Picture,Picture,48x60,Triple Pane Low-E,585,687,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",90,4.3,https://www.andersenwindows.com/
2013,Andersen,E-Series,Aluminum,E-Series Picture,Picture,60x72,Double Pane,451,529,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Lightweight, Modern Look, Recyclable, Fibrex Material",90,4.3,https://www.andersenwindows.com/
2014,Andersen,E-Series,Aluminum,E-Series Picture,Picture,60x72,Double Pane Low-E,518,608,Energy Star Certified,0.28,0.3,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",90,4.3,https://www.andersenwindows.com/
2015,Andersen,E-Series,Aluminum,E-Series Picture,Picture,60x72,Triple Pane,630,740,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Lightweight, Modern Look, Recyclable, Superior Insulation",90,4.3,https://www.andersenwindows.com/
2016,Andersen,E-Series,Aluminum,E-Series Picture,Picture,60x72,Triple Pane Low-E,720,846,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",90,4.3,https://www.andersenwindows.com/
1953,Andersen,E-Series,Aluminum,E-Series Single-Hung,Single-Hung,24x36,Double Pane,238,280,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Lightweight, Modern Look, Recyclable, Fibrex Material",90,4.3,https://www.andersenwindows.com/
1954,Andersen,E-Series,Aluminum,E-Series Single-Hung,Single-Hung,24x36,Double Pane Low-E,274,322,Energy Star Certified,0.28,0.3,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",90,4.3,https://www.andersenwindows.com/
1955,Andersen,E-Series,Aluminum,E-Series Single-Hung,Single-Hung,24x36,Triple Pane,334,392,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Lightweight, Modern Look, Recyclable, Superior Insulation",90,4.3,https://www.andersenwindows.com/
1956,Andersen,E-Series,Aluminum,E-Series Single-Hung,Single-Hung,24x36,Triple Pane Low-E,382,448,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",90,4.3,https://www.andersenwindows.com/
1957,Andersen,E-Series,Aluminum,E-Series Single-Hung,Single-Hung,36x48,Double Pane,298,350,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Lightweight, Modern Look, Recyclable, Fibrex Material",90,4.3,https://www.andersenwindows.com/
1958,Andersen,E-Series,Aluminum,E-Series Single-Hung,Single-Hung,36x48,Double Pane Low-E,343,403,Energy Star Certified,0.28,0.3,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",90,4.3,https://www.andersenwindows.com/
1959,Andersen,E-Series,Aluminum,E-Series Single-Hung,Single-Hung,36x48,Triple Pane,418,490,Energy Star Certified,0.22,0.25,20,No,"Northern, North-Central, South-Central","Lightweight, Modern Look, Recyclable, Superior Insulation",90,4.3,https://www.andersenwindows.com/
1960,Andersen,E-Series,Aluminum,E-Series Single-Hung,Single-Hung,36x48,Triple Pane Low-E,477,559,Energy Star Most Efficient,0.18,0.22,20,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",90,4.3,https://www.andersenwindows.com/
1961,Andersen,E-Series,Aluminum,E-Series Single-Hung,Single-Hung,48x60,Double Pane,387,455,Energy Star Certified,0.32,0.35,20,No,"South-Central, Southern","Lightweight, Modern Look, Recyclable, Fibrex Material",90,4.3,https://www.andersenwindows.com/
